date,team,points,assists,biggest lead,blocks,defensive rebounds,fast break points,field goals attempted,field goals made,fouls,free throws attempted,free throws made,game number,lead changes,losses,margin,margin after the first,margin after the third,margin at the half,matchup losses,matchup wins,offensive rebounds,playoffs,points in the paint,rebounds,rest,site,site streak,steals,streak,team rebounds,three pointers attempted,three pointers made,times tied,total,turnovers,wins,o:team,o:points,o:assists,o:biggest lead,o:blocks,o:defensive rebounds,o:fast break points,o:field goals attempted,o:field goals made,o:fouls,o:free throws attempted,o:free throws made,o:losses,margin,o:margin after the first,o:margin after the third,o:margin at the half,o:matchup losses,o:matchup wins,o:offensive rebounds,o:points in the paint,o:rebounds,o:rest,o:site,o:site streak,o:steals,o:streak,o:team rebounds,o:three pointers attempted,o:three pointers made,o:turnovers,o:wins,season
20120109,Nets,101,24,2,3,30,5,77,36,20,21,18,10,1,7,-5,-13,-9,-11,2,0,10,0,32,40,1,home,1,5,-1,7,22,11,1,178.5,16,2,Hawks,106,26,16,2,24,10,78,42,17,19,13,3,-5,13,9,11,0,2,9,30,33,1,away,1,8,2,6,21,9,10,6,2011
20120109,Nuggets,81,19,6,5,27,15,71,29,19,21,15,10,7,3,-13,1,-14,-8,0,1,8,0,32,35,1,home,-2,4,-1,5,23,8,3,192.5,17,6,Pelicans,94,26,21,5,31,8,75,39,23,14,10,6,-13,-1,14,8,1,0,9,46,40,1,away,-1,8,-6,8,10,6,16,2,2011
20120109,Raptors,97,16,12,9,30,10,77,34,28,28,26,9,6,5,10,2,4,6,0,0,14,0,34,44,1,home,-1,7,-2,7,19,3,8,187.5,13,3,Timberwolves,87,14,8,4,24,12,80,27,26,33,26,5,10,-2,-4,-6,0,0,15,30,39,0,away,-1,8,1,15,24,7,15,3,2011
20120109,Seventysixers,96,19,15,5,39,17,76,38,24,19,14,8,1,2,10,5,9,5,0,0,9,0,44,48,1,home,2,7,4,3,17,6,5,185.0,18,5,Pacers,86,18,5,2,30,7,82,30,21,30,22,2,10,-5,-9,-5,0,0,13,40,43,1,away,1,11,2,9,13,4,16,6,2011
20120110,Hornets,70,16,5,7,32,10,88,30,19,11,9,10,5,7,-12,3,-14,-4,0,0,12,0,40,44,0,home,-2,6,-3,6,13,1,6,194.0,14,2,Rockets,82,18,15,9,43,18,83,32,17,16,12,6,-12,-3,14,4,0,0,14,34,57,2,away,1,4,-4,8,17,6,22,2,2011
20120110,Bucks,106,31,7,4,23,13,85,44,15,10,9,9,15,6,3,-8,-2,0,0,0,7,0,46,30,1,home,-5,7,-5,5,14,9,9,187.0,11,2,Spurs,103,29,10,6,30,10,75,45,16,16,9,3,3,8,2,0,0,0,5,44,35,1,away,-1,6,-1,9,14,4,16,6,2011
20120110,Grizzlies,95,16,5,6,29,10,85,39,21,20,12,9,13,5,-5,-1,-4,-2,1,0,10,0,40,39,1,home,-3,6,-2,6,12,5,8,193.5,9,3,Thunder,100,14,8,6,37,18,74,34,23,32,26,2,-5,1,4,2,0,1,14,34,51,1,away,1,4,3,4,15,6,14,8,2011
20120110,Jazz,113,24,11,7,28,13,76,45,30,29,20,9,20,3,8,1,5,9,0,0,9,0,56,37,2,home,-1,2,4,7,10,3,7,188.0,14,5,Cavaliers,105,13,2,5,24,10,78,35,27,43,31,4,8,-1,-5,-9,0,0,18,50,42,1,away,-3,8,-1,9,20,4,13,4,2011
20120110,Lakers,99,27,16,2,35,6,80,39,18,23,19,11,6,4,16,6,5,4,0,0,14,0,32,49,1,home,2,5,2,7,17,2,7,190.0,14,6,Suns,83,18,9,1,26,4,80,34,16,12,8,4,16,-6,-5,-4,0,0,9,38,35,1,away,2,9,2,4,20,7,11,4,2011
20120110,Pistons,86,17,0,2,24,17,69,30,18,25,20,10,0,7,-14,-10,-21,-14,0,0,5,0,36,29,0,home,-1,7,-4,7,13,6,0,182.0,20,2,Mavericks,100,28,28,4,31,14,69,38,23,27,20,5,-14,10,21,14,0,0,5,38,36,2,away,1,13,1,10,15,4,14,4,2011
20120110,Seventysixers,112,30,34,7,42,16,83,47,15,19,13,9,2,2,27,4,24,10,0,0,4,0,52,46,0,home,3,9,5,10,13,5,7,197.5,10,6,Kings,85,16,3,4,30,9,86,34,13,21,13,6,27,-4,-24,-10,0,0,13,38,43,1,away,2,7,-1,3,19,4,15,3,2011
20120110,Timberwolves,100,18,0,4,23,18,78,33,17,32,26,10,0,6,-11,-16,-5,-6,0,0,7,0,24,30,0,home,-2,10,-1,6,22,8,3,185.5,11,3,Bulls,111,24,24,9,37,16,81,43,23,21,14,2,-11,16,5,6,0,0,10,40,47,0,away,1,4,1,13,20,11,18,8,2011
20120110,Trailblazers,105,21,11,2,27,7,72,37,24,32,26,9,2,2,8,-2,7,7,1,0,7,0,40,34,1,home,1,8,1,10,14,5,3,196.0,11,6,Clippers,97,18,2,4,26,8,83,37,27,24,17,2,8,2,-7,-7,0,1,13,32,39,2,away,4,5,3,11,23,6,14,4,2011
20120110,Warriors,111,23,7,9,34,14,95,38,26,30,26,9,11,6,5,5,-12,-4,0,0,18,0,48,52,2,home,1,14,-5,8,27,9,9,194.5,20,2,Heat,106,16,17,5,34,30,85,39,23,40,26,1,5,-5,12,4,0,0,14,52,48,2,away,-2,14,3,13,11,2,22,8,2011
20120110,Wizards,93,20,27,8,30,18,82,40,20,17,9,9,5,8,15,-3,19,12,0,0,9,0,54,39,1,home,2,12,-8,11,13,4,6,184.5,13,0,Raptors,78,21,6,5,30,6,76,30,17,17,14,5,15,3,-19,-12,0,0,14,28,44,0,away,1,7,1,5,20,4,22,4,2011
20120111,Bulls,78,17,14,10,39,4,90,33,14,16,9,12,6,2,14,2,4,8,0,0,23,0,40,62,0,home,-1,6,2,13,12,3,4,181.0,15,9,Wizards,64,12,4,12,32,17,84,26,15,12,9,8,14,-2,-4,-8,0,0,14,30,46,0,away,3,5,1,4,9,3,14,1,2011
20120111,Celtics,85,19,5,4,33,15,64,29,17,32,23,9,2,4,-5,-8,-9,-1,0,0,2,0,30,35,4,home,3,9,-1,12,11,4,5,183.5,15,4,Mavericks,90,18,13,3,31,2,79,35,21,25,14,5,-5,8,9,1,0,0,12,44,43,0,away,-1,11,2,9,16,6,14,5,2011
20120111,Clippers,95,22,6,8,35,8,86,36,22,23,17,8,20,3,6,-3,1,-5,0,0,10,0,30,45,0,home,-1,7,-1,10,17,6,8,203.0,15,4,Heat,89,18,11,6,37,26,81,32,22,34,20,2,6,3,-1,5,0,0,13,42,50,0,away,-3,9,-1,14,16,5,18,8,2011
20120111,Pelicans,85,20,10,5,28,8,80,36,17,17,12,10,9,6,-10,5,-3,-1,0,0,14,0,42,42,1,home,-2,4,1,7,16,1,4,184.0,13,3,Thunder,95,19,12,10,29,10,73,35,18,26,18,2,-10,-5,3,1,0,0,7,32,36,0,away,-1,6,4,10,20,7,11,9,2011
20120111,Jazz,87,22,6,4,36,13,93,36,22,16,11,10,17,3,-3,-3,-5,1,1,0,10,0,40,46,0,home,1,7,5,12,14,4,10,184.0,11,6,Lakers,90,17,6,6,38,11,82,35,18,19,16,4,-3,3,5,-1,0,1,8,38,46,0,away,3,5,3,8,9,4,17,7,2011
20120111,Knicks,85,13,17,3,37,4,77,32,20,19,15,10,4,4,6,13,11,10,0,0,9,0,22,46,1,home,1,9,3,12,22,6,5,195.0,21,5,Seventysixers,79,10,2,4,28,11,81,32,19,18,12,2,6,-13,-11,-10,0,0,9,40,37,0,away,4,10,6,9,15,3,14,7,2011
20120111,Nuggets,123,37,23,7,30,22,74,44,16,30,24,11,1,4,8,7,20,16,0,0,7,0,56,37,1,home,1,13,-2,8,18,11,3,198.5,19,6,Nets,115,31,7,7,20,13,83,43,21,12,9,8,8,-7,-20,-16,0,0,9,26,29,1,away,2,6,-2,5,35,20,17,2,2011
20120111,Pacers,96,25,24,10,34,14,85,39,21,16,12,10,8,3,12,8,21,3,0,0,9,0,44,43,1,home,-1,13,-1,11,14,6,2,183.0,16,6,Hawks,84,14,4,3,35,20,80,30,16,27,19,3,12,-8,-21,-3,0,0,10,40,45,1,away,-1,9,3,9,13,5,18,7,2011
20120111,Raptors,91,20,5,4,35,11,80,34,28,21,17,11,15,6,-7,-4,0,-1,0,0,9,0,44,44,0,home,-1,7,-1,7,20,6,10,189.5,14,4,Kings,98,13,10,3,34,9,81,30,15,34,31,7,-7,4,0,1,0,0,14,30,48,0,away,-1,8,-2,5,24,7,16,3,2011
20120111,Spurs,101,23,6,9,29,9,92,42,12,17,12,11,16,4,6,-4,4,-3,1,0,13,0,50,42,0,home,-2,8,-2,12,16,5,8,198.5,11,6,Rockets,95,19,12,4,33,11,96,41,24,12,10,6,6,4,-4,3,0,1,15,52,48,0,away,-1,8,1,10,21,3,11,3,2011
20120111,Trailblazers,104,23,0,0,25,6,86,41,16,13,12,10,0,2,-3,-14,-17,-12,0,0,7,0,38,32,0,home,2,7,2,2,25,10,0,185.5,7,7,Magic,107,25,23,1,36,7,70,41,15,19,9,3,-3,14,17,12,0,0,6,40,42,2,away,-1,2,1,9,27,16,18,6,2011
20120112,Bucks,102,25,18,7,22,10,78,37,20,17,17,10,2,6,9,4,11,9,0,0,13,0,40,35,1,home,1,9,1,5,22,11,2,177.5,14,3,Pistons,93,18,1,3,25,15,74,33,21,24,24,8,9,-4,-11,-9,0,0,10,42,35,1,away,1,6,-5,7,5,3,16,2,2011
20120112,Grizzlies,94,20,25,6,40,19,75,34,11,30,20,10,0,6,11,9,23,11,0,0,8,0,42,48,1,home,1,9,-3,9,12,6,1,194.0,16,3,Knicks,83,19,0,3,33,11,83,31,23,11,10,4,11,-9,-23,-11,0,0,8,30,41,0,away,2,8,4,6,26,11,18,6,2011
20120112,Hawks,111,29,30,4,35,24,90,42,16,28,21,12,0,4,30,4,19,10,0,1,20,0,52,55,0,home,-2,8,-1,10,19,6,1,182.5,9,7,Hornets,81,21,0,6,26,10,78,33,19,16,14,8,30,-4,-19,-10,1,0,4,38,30,1,away,1,3,-4,7,8,1,12,2,2011
20120112,Suns,90,23,8,10,30,7,75,34,21,20,14,10,6,5,-11,0,-8,-8,0,0,9,0,30,39,1,home,-1,6,-1,6,21,8,4,197.5,15,4,Cavaliers,101,22,14,2,32,9,89,39,19,21,13,5,-11,0,8,8,0,0,15,38,47,1,away,-4,10,-2,13,19,10,12,4,2011
20120112,Warriors,109,27,13,2,32,6,82,43,36,19,13,10,11,6,-8,7,2,4,0,0,6,0,32,38,1,home,2,7,1,6,23,10,8,187.5,14,3,Magic,117,27,8,4,34,17,68,35,16,55,36,3,-8,-7,-2,-4,0,0,9,36,43,0,away,-2,9,2,10,23,11,10,7,2011
20120113,Hornets,81,22,2,9,27,10,74,33,15,16,14,12,1,9,-17,-4,-19,-12,0,0,7,0,36,34,0,home,-1,6,-5,3,8,1,4,179.5,12,2,Pistons,98,26,21,6,33,11,82,40,17,16,11,9,-17,4,19,12,0,0,13,52,46,0,away,-1,7,-6,7,14,7,11,2,2011
20120113,Celtics,79,20,0,3,26,4,75,31,19,13,11,10,0,5,-9,-13,-8,-19,0,0,8,0,34,34,1,home,4,6,-2,5,14,6,0,177.0,9,4,Bulls,88,20,20,6,35,4,75,34,14,21,16,2,-9,13,8,19,0,0,11,38,46,1,away,1,5,3,7,13,4,11,10,2011
20120113,Pelicans,80,17,8,2,32,19,90,34,32,16,8,11,1,7,-7,5,-12,1,0,0,19,0,42,51,1,home,1,10,-1,5,16,4,3,181.0,12,3,Timberwolves,87,11,14,5,36,5,70,24,19,38,33,7,-7,-5,12,-1,0,0,12,14,48,2,away,1,5,-2,11,25,6,16,3,2011
20120113,Lakers,97,30,19,5,29,17,76,37,26,23,18,13,2,4,5,4,12,18,0,0,7,0,40,36,1,home,-1,10,4,8,14,5,2,188.0,17,8,Cavaliers,92,20,4,0,31,15,85,32,24,25,20,5,5,-4,-12,-18,0,0,13,46,44,0,away,-5,5,1,14,24,8,18,5,2011
20120113,Mavericks,102,20,30,6,35,23,75,39,17,18,14,12,2,5,26,9,20,15,0,0,8,0,42,43,1,home,-2,13,3,6,22,10,4,184.0,17,6,Bucks,76,15,4,1,24,11,78,29,21,16,13,6,26,-9,-20,-15,0,0,12,24,36,0,away,2,9,2,7,24,5,19,4,2011
20120113,Nuggets,117,26,19,5,29,21,78,43,19,26,19,12,3,4,13,9,5,2,0,0,8,0,48,37,1,home,2,10,1,9,25,12,9,210.0,18,7,Heat,104,19,6,4,26,14,81,38,25,29,21,3,13,-9,-5,-2,0,0,14,36,40,1,away,-4,11,-2,7,16,7,17,8,2011
20120113,Raptors,90,17,16,3,24,8,74,33,32,32,20,12,9,7,-5,12,0,5,1,0,11,0,40,35,1,home,1,4,-2,14,17,4,13,178.5,17,4,Pacers,95,13,5,4,27,12,66,30,22,38,32,3,-5,-12,0,-5,0,1,9,36,36,1,away,1,9,1,10,8,3,16,7,2011
20120113,Rockets,103,22,16,5,37,8,89,40,15,19,15,11,4,7,14,-2,9,-2,0,0,18,0,50,55,1,home,-2,6,-1,4,21,8,5,199.0,12,3,Kings,89,17,8,6,30,22,80,35,15,16,15,7,14,2,-9,2,0,0,6,40,36,1,away,-2,8,1,4,20,4,11,4,2011
20120113,Seventysixers,120,27,34,2,30,32,85,47,15,19,14,11,1,3,31,10,34,14,0,0,9,0,44,39,1,home,-1,10,-1,8,18,12,4,186.5,12,7,Wizards,89,18,4,5,28,13,81,36,16,20,13,9,31,-10,-34,-14,0,0,9,42,37,1,away,-1,8,-1,11,17,4,18,1,2011
20120113,Spurs,99,23,19,7,39,22,74,38,22,25,17,12,9,4,16,-4,0,3,0,0,11,0,52,50,1,home,1,8,1,5,17,6,11,193.0,23,7,Trailblazers,83,20,8,5,26,19,84,34,22,14,10,3,16,4,0,-3,0,0,10,34,36,1,away,3,18,-1,7,18,5,18,7,2011
20120113,Suns,103,26,5,1,26,8,79,41,18,16,13,11,18,6,-7,3,-6,-3,0,0,9,0,48,35,0,home,1,4,-2,3,22,8,16,195.0,13,4,Nets,110,18,12,3,27,7,80,40,21,19,15,9,-7,-3,6,3,0,0,8,32,35,1,away,-1,9,-3,12,32,15,12,2,2011
20120114,Hornets,112,21,22,2,29,10,76,38,25,38,29,13,1,10,12,13,20,20,0,0,8,0,48,37,0,home,1,3,-6,13,13,7,3,190.5,14,2,Warriors,100,18,7,5,29,25,84,35,31,32,25,7,12,-13,-20,-20,0,0,12,46,41,1,away,3,8,-1,12,20,5,13,3,2011
20120114,Bulls,77,19,15,6,40,12,82,33,7,12,7,14,4,2,13,9,4,0,0,0,12,0,36,52,0,home,-1,6,4,7,15,4,8,176.0,5,11,Raptors,64,17,2,4,36,8,86,30,15,7,1,8,13,-9,-4,0,0,0,14,32,50,0,away,2,3,-3,7,10,3,9,4,2011
20120114,Clippers,102,17,14,1,33,9,85,35,22,30,23,9,0,3,8,7,4,13,0,0,17,0,38,50,2,home,1,5,1,7,21,9,1,189.0,9,5,Lakers,94,24,0,2,31,11,77,35,26,25,19,4,8,-7,-4,-13,0,0,11,40,42,0,away,1,3,5,6,12,5,9,9,2011
20120114,Grizzlies,108,16,17,5,27,23,78,35,19,41,33,11,3,6,9,-4,11,10,0,0,13,0,40,40,1,home,2,7,1,8,10,5,10,176.0,9,4,Pelicans,99,19,9,8,31,12,75,35,30,31,25,8,9,4,-11,-10,0,0,12,46,43,0,away,2,5,-2,6,10,4,15,3,2011
20120114,Hawks,93,21,4,6,37,26,78,32,14,27,22,13,6,4,2,-6,-8,-11,0,0,14,0,38,51,1,home,1,8,1,5,21,7,7,188.0,19,8,Timberwolves,91,21,18,4,30,6,85,38,21,12,11,7,2,6,8,11,0,0,10,38,40,0,away,-1,12,1,3,21,4,14,4,2011
20120114,Jazz,107,27,23,4,34,23,81,42,26,26,20,11,2,4,13,10,20,17,0,0,14,0,64,48,2,home,2,13,-1,8,8,3,2,190.5,17,6,Nets,94,21,4,5,24,19,74,32,20,27,21,9,13,-10,-20,-17,0,0,8,26,32,0,away,-2,9,1,5,27,9,16,3,2011
20120114,Mavericks,99,19,39,6,47,17,81,37,16,25,18,13,0,5,39,16,27,29,0,0,12,0,42,59,0,home,1,10,4,7,16,7,0,195.0,16,7,Kings,60,10,0,3,34,16,86,22,21,18,14,8,39,-16,-27,-29,0,0,16,32,50,0,away,-3,11,-1,3,21,2,15,4,2011
20120114,Pacers,97,14,20,10,32,23,94,35,18,23,22,12,5,3,14,5,15,8,0,1,20,0,42,52,0,home,-1,12,2,11,16,5,1,180.0,14,8,Celtics,83,20,5,6,30,13,83,32,24,18,14,6,14,-5,-15,-8,1,0,15,24,45,0,away,5,4,-3,7,15,5,18,4,2011
20120114,Rockets,107,20,14,4,35,21,93,39,30,28,24,12,8,7,2,6,8,5,0,0,19,0,50,54,0,home,1,8,1,12,18,5,6,195.5,17,4,Trailblazers,105,18,4,11,29,11,90,37,25,31,22,4,2,-6,-8,-5,0,0,17,42,46,0,away,-1,10,-2,8,26,9,13,7,2011
20120114,Thunder,104,18,31,11,31,12,71,34,22,34,29,13,2,2,12,10,27,23,0,0,7,0,38,38,2,home,-2,12,5,5,18,7,3,197.0,21,10,Knicks,92,18,4,3,28,20,83,34,23,23,19,5,12,-10,-27,-23,0,0,15,40,43,1,away,-1,12,-1,9,19,5,20,6,2011
20120114,Wizards,90,19,6,8,36,20,88,38,18,17,11,12,7,10,-13,3,-17,-12,1,0,17,0,48,53,0,home,-2,2,-2,9,14,3,3,186.5,18,1,Seventysixers,103,20,20,6,29,21,86,37,16,27,23,3,-13,-3,17,12,0,1,8,34,37,0,away,1,12,1,10,16,6,7,8,2011
20120115,Nuggets,96,21,5,7,28,11,75,32,22,39,26,13,12,4,-10,1,-4,0,0,1,11,0,44,39,1,home,3,9,2,12,16,6,13,206.5,15,8,Jazz,106,27,13,6,32,10,85,44,30,20,14,4,-10,-1,4,0,1,0,10,54,42,0,away,3,7,1,10,12,4,14,7,2011
20120115,Pistons,91,23,6,3,25,12,74,31,19,26,22,13,8,9,-8,-5,-5,4,0,0,7,0,32,32,1,home,-2,7,1,9,19,7,8,187.5,13,3,Warriors,99,23,15,7,33,20,73,38,22,27,20,8,-8,5,5,-4,0,0,10,48,43,0,away,-1,9,-2,5,15,3,16,3,2011
20120115,Spurs,102,27,19,6,40,12,81,40,15,23,17,13,1,4,11,4,10,14,0,0,8,0,42,48,1,home,2,7,2,7,19,5,2,197.0,13,8,Suns,91,20,4,1,31,21,91,38,21,14,10,7,11,-4,-10,-14,0,0,10,40,41,1,away,2,6,-3,8,15,5,12,4,2011
20120116,Hornets,94,20,14,8,27,5,86,38,23,26,14,14,7,10,-8,-7,-2,11,1,0,12,0,46,39,1,home,2,11,1,16,17,4,6,193.0,10,3,Cavaliers,102,26,9,5,34,21,80,39,23,29,20,6,-8,7,2,-11,0,1,9,54,43,2,away,-6,6,-1,12,15,4,16,5,2011
20120116,Celtics,88,18,4,4,33,11,87,34,17,16,14,12,3,7,-9,-8,-10,-7,0,0,15,0,48,48,1,home,-1,6,-4,8,14,6,3,186.0,18,4,Thunder,97,13,10,6,31,15,80,36,19,19,18,2,-9,8,10,7,0,0,9,44,40,1,away,1,12,6,4,19,7,12,11,2011
20120116,Clippers,101,26,18,8,31,15,80,37,21,35,19,10,0,3,10,15,11,13,0,0,15,0,46,46,1,home,2,7,2,19,21,8,2,193.0,14,6,Nets,91,22,0,2,26,7,78,33,24,26,17,10,10,-15,-11,-13,0,0,9,26,35,1,away,-3,7,-1,13,24,8,8,3,2011
20120116,Grizzlies,102,23,27,4,31,17,87,47,19,9,5,12,0,6,16,7,11,20,1,0,15,0,62,46,1,home,3,10,2,7,10,3,0,178.0,19,5,Bulls,86,12,0,7,21,13,78,33,14,25,19,2,16,-7,-11,-20,0,1,13,50,34,1,away,1,13,5,8,12,1,19,12,2011
20120116,Hawks,93,21,13,7,30,10,71,32,19,31,24,14,2,4,9,8,2,5,0,0,6,0,28,36,1,home,2,6,2,10,13,5,1,177.5,10,9,Raptors,84,19,6,6,31,12,78,33,27,22,15,9,9,-8,-2,-5,0,0,11,40,42,1,away,-1,4,-4,10,12,3,15,4,2011
20120116,Pelicans,77,16,2,6,32,10,68,28,15,28,21,13,1,9,-7,-5,-13,-2,0,0,8,0,30,40,1,home,-1,9,-3,8,9,0,2,182.0,17,3,Trailblazers,84,25,17,1,33,10,72,34,20,15,10,5,-7,5,13,2,0,0,4,38,37,1,away,-2,9,-3,5,20,6,17,7,2011
20120116,Knicks,93,14,8,0,29,9,73,30,23,33,28,13,7,6,-9,6,2,6,0,0,5,0,40,34,1,home,-2,12,-2,8,20,5,9,192.5,10,6,Magic,102,21,9,4,35,4,71,36,27,22,13,3,-9,-6,-2,-6,0,0,6,20,41,3,away,-3,3,3,9,35,17,17,8,2011
20120116,Lakers,73,19,7,4,38,13,76,29,14,19,14,15,15,5,3,-3,-5,4,0,0,6,0,36,44,1,home,-1,9,-1,8,10,1,9,183.0,11,9,Mavericks,70,16,6,5,38,7,80,28,15,16,10,5,3,3,5,-4,0,0,11,30,49,1,away,2,7,5,9,26,4,15,8,2011
20120116,Seventysixers,94,22,14,6,31,6,84,37,15,13,9,13,11,3,12,6,14,4,0,0,8,0,32,39,1,home,-1,12,2,7,23,11,4,186.5,9,9,Bucks,82,16,3,6,32,5,75,35,15,14,9,7,12,-6,-14,-4,0,0,9,46,41,2,away,-1,5,-1,9,14,3,16,4,2011
20120116,Timberwolves,99,24,16,8,29,12,80,37,20,19,15,13,5,8,13,6,5,-4,0,0,9,0,42,38,1,home,-2,11,-1,8,26,10,7,196.0,13,4,Kings,86,20,8,4,28,10,79,35,18,20,12,9,13,-6,-5,4,0,0,9,36,37,1,away,-4,8,-2,16,17,4,16,4,2011
20120116,Wizards,106,16,5,4,30,37,80,39,22,32,25,13,6,11,-8,1,-16,-4,0,0,13,0,56,43,1,home,1,7,-3,5,11,3,7,191.0,14,1,Rockets,114,24,19,7,27,23,87,42,21,26,25,7,-8,-1,16,4,0,0,15,54,42,1,away,2,6,2,4,16,5,11,5,2011
20120117,Bucks,95,21,2,10,29,23,91,38,27,14,12,13,1,8,-10,-5,-18,-19,1,0,14,0,48,43,0,home,-2,10,-2,9,23,7,2,198.5,18,4,Nuggets,105,27,21,5,33,18,75,32,15,37,29,5,-10,5,18,19,0,1,9,36,42,1,away,4,9,-1,12,25,12,17,8,2011
20120117,Bulls,118,31,28,2,29,13,88,47,17,24,19,16,4,3,21,8,28,20,0,0,12,0,44,41,0,home,-1,9,-1,4,10,5,1,183.5,6,12,Suns,97,19,3,6,31,11,74,38,17,19,16,8,21,-8,-28,-20,0,0,7,34,38,1,away,-1,2,-4,2,11,5,19,4,2011
20120117,Cavaliers,95,16,7,6,35,8,82,35,16,28,20,13,10,6,-10,0,-2,-5,0,0,19,0,46,54,0,home,-7,7,1,5,15,5,18,197.5,23,6,Warriors,105,26,12,6,31,17,94,41,24,19,14,8,-10,0,2,5,0,0,12,42,43,1,away,-2,10,1,11,19,9,12,4,2011
20120117,Heat,120,24,28,1,24,8,79,46,19,19,12,13,1,4,22,-9,13,-14,0,0,9,0,34,33,3,home,-5,7,-3,9,26,16,0,200.0,11,8,Spurs,98,21,17,1,25,8,80,38,18,17,12,4,22,9,-13,14,0,0,11,38,36,1,away,3,7,3,9,25,10,16,9,2011
20120117,Jazz,108,18,34,5,39,27,82,39,20,31,27,13,0,4,29,12,19,11,0,0,9,0,56,48,1,home,-1,10,2,7,8,3,1,190.5,8,8,Clippers,79,17,0,5,32,8,85,31,21,21,13,3,29,-12,-19,-11,0,0,13,34,45,0,away,3,4,3,9,20,4,13,7,2011
20120117,Magic,96,19,8,5,32,10,78,36,14,26,17,13,10,3,7,-7,0,-3,0,1,10,0,50,42,0,home,-4,10,4,5,22,7,11,193.5,16,9,Hornets,89,23,7,6,31,10,77,36,22,17,12,11,7,7,0,3,1,0,5,40,36,0,away,3,11,-1,14,17,5,17,3,2011
20120117,Rockets,97,16,18,1,25,10,81,40,18,12,9,14,1,7,17,8,10,7,0,0,17,0,46,42,0,home,-1,11,3,11,19,8,1,189.5,20,6,Pistons,80,17,2,7,21,12,83,34,16,9,8,10,17,-8,-10,-7,0,0,14,42,35,1,away,1,10,-1,6,13,4,18,3,2011
20120118,Celtics,96,21,27,5,36,15,71,34,20,32,22,13,1,8,23,15,18,6,0,0,9,0,34,45,1,home,1,7,-5,7,16,6,1,175.5,9,4,Raptors,73,12,2,2,32,5,69,26,25,20,17,10,23,-15,-18,-6,0,0,6,28,38,1,away,-2,4,-5,3,15,4,16,4,2011
20120118,Clippers,91,25,9,7,31,11,87,37,17,17,9,12,16,4,2,4,0,1,0,0,16,0,38,47,0,home,-1,11,-1,14,22,8,10,183.5,12,7,Mavericks,89,22,6,7,27,18,81,34,18,18,12,6,2,-4,0,-1,0,0,15,36,42,1,away,-1,8,-1,8,20,9,15,8,2011
20120118,Hawks,92,18,13,7,42,22,71,33,18,27,21,15,12,4,3,4,13,9,0,0,5,0,36,47,1,home,3,4,3,6,11,5,4,184.5,14,10,Trailblazers,89,23,2,5,28,10,92,35,21,20,14,5,3,-4,-13,-9,0,0,13,40,41,1,away,-3,10,1,13,19,5,9,8,2011
20120118,Pelicans,87,23,0,6,25,2,70,34,19,16,14,14,0,10,-6,-11,-5,-7,1,0,9,0,30,34,1,home,1,8,-4,4,12,5,2,178.0,17,3,Grizzlies,93,23,14,4,25,13,73,36,17,17,15,6,-6,11,5,7,0,1,12,38,37,1,away,4,11,3,2,14,6,16,6,2011
20120118,Kings,92,17,4,3,23,17,93,28,22,41,28,15,7,10,4,-4,-14,-5,0,0,30,0,34,53,1,home,-5,11,-3,17,31,8,7,190.5,12,4,Pacers,88,13,16,8,35,16,78,34,28,27,19,3,4,4,14,5,0,0,18,52,53,3,away,1,7,3,7,13,1,18,9,2011
20120118,Knicks,88,19,5,3,36,12,86,32,16,30,20,14,19,7,-3,-1,-3,-3,0,0,18,0,36,54,1,home,1,11,-3,12,15,4,10,200.0,16,6,Suns,91,21,7,8,35,15,79,36,21,16,12,9,-3,1,3,3,0,0,3,32,38,0,away,-2,9,-5,7,12,7,15,4,2011
20120118,Magic,83,12,7,3,42,6,87,29,18,27,21,14,17,3,-2,6,1,3,0,0,18,0,34,60,0,home,1,6,5,9,21,4,12,194.0,11,10,Spurs,85,18,5,5,37,4,84,36,22,18,11,5,-2,-6,-1,-3,0,0,4,50,41,0,away,-1,5,-1,9,17,2,9,9,2011
20120118,Nets,107,24,9,5,29,2,74,37,16,25,22,15,18,11,7,-2,-3,-1,0,0,16,0,32,45,1,home,-4,2,-2,6,29,11,11,196.5,18,3,Warriors,100,23,6,7,18,12,72,37,21,27,18,8,7,2,3,1,0,0,7,32,25,0,away,-3,12,2,8,16,8,10,5,2011
20120118,Seventysixers,104,22,14,4,38,27,98,43,23,19,14,14,12,3,-4,9,-6,-6,0,0,13,0,52,51,1,home,1,6,3,7,14,4,9,202.5,11,10,Nuggets,108,24,10,3,41,14,89,43,22,22,15,5,-4,-9,6,6,0,0,9,56,50,0,away,-1,5,1,5,18,7,13,9,2011
20120118,Timberwolves,93,14,8,4,31,7,75,30,19,34,25,14,5,8,8,-3,-7,-6,0,0,13,0,38,44,1,home,1,11,1,13,23,8,3,185.5,15,5,Pistons,85,15,16,5,27,11,79,35,27,21,10,11,8,3,7,6,0,0,14,46,41,0,away,-1,10,-2,11,11,5,18,3,2011
20120118,Wizards,105,18,7,7,33,23,86,33,23,43,31,14,6,12,3,-4,-4,-5,0,0,19,0,36,52,1,home,2,10,-4,13,21,8,8,197.5,17,1,Thunder,102,15,12,7,37,20,77,37,31,30,24,2,3,4,4,5,0,0,6,46,43,1,away,-1,9,7,3,19,4,21,12,2011
