date,team,points,assists,biggest lead,blocks,defensive rebounds,fast break points,field goals attempted,field goals made,fouls,free throws attempted,free throws made,game number,lead changes,losses,margin,margin after the first,margin after the third,margin at the half,matchup losses,matchup wins,offensive rebounds,playoffs,points in the paint,rebounds,rest,site,site streak,steals,streak,team rebounds,three pointers attempted,three pointers made,times tied,total,turnovers,wins,o:team,o:points,o:assists,o:biggest lead,o:blocks,o:defensive rebounds,o:fast break points,o:field goals attempted,o:field goals made,o:fouls,o:free throws attempted,o:free throws made,o:losses,margin,o:margin after the first,o:margin after the third,o:margin at the half,o:matchup losses,o:matchup wins,o:offensive rebounds,o:points in the paint,o:rebounds,o:rest,o:site,o:site streak,o:steals,o:streak,o:team rebounds,o:three pointers attempted,o:three pointers made,o:turnovers,o:wins,season
20160208,Grizzlies,106,18,6,3,34,6,86,43,24,19,13,52,17,21,-6,2,0,-2,1,2,5,0,46,39,1,home,1,5,-1,12,19,7,18,201.5,15,30,Trailblazers,112,22,6,6,29,12,89,44,23,20,14,27,-6,-2,0,2,2,1,8,52,37,1,away,-1,9,1,12,29,10,13,25,2015
20160208,Hawks,110,31,20,4,39,11,92,43,20,20,12,54,3,23,-7,12,11,13,1,2,8,0,46,47,0,home,-1,9,-1,7,29,12,2,203.0,14,30,Magic,117,37,7,8,41,10,93,46,22,22,16,28,-7,-12,-11,-13,2,1,6,36,47,0,away,2,11,1,9,29,9,13,22,2015
20160208,Hornets,108,20,25,8,46,13,80,35,19,31,24,52,0,26,17,18,22,15,1,2,10,0,28,56,1,home,3,6,1,8,36,14,0,200.0,13,25,Bulls,91,25,0,8,33,11,90,35,22,14,11,23,17,-18,-22,-15,2,1,8,36,41,1,away,-6,5,-2,5,25,10,7,27,2015
20160208,Nets,105,23,16,6,31,13,81,42,11,15,12,53,6,39,1,4,3,6,0,0,8,0,48,39,1,home,-1,6,-1,3,19,9,6,205.5,15,13,Nuggets,104,24,3,2,30,6,90,42,16,13,11,31,1,-4,-3,-6,0,0,12,52,42,0,away,-1,10,2,8,25,9,12,21,2015
20160208,Pacers,89,13,17,5,45,15,78,31,21,33,23,52,8,24,2,1,5,8,0,1,8,0,44,53,1,home,1,8,1,14,27,4,6,206.0,16,27,Lakers,87,13,4,2,37,9,93,29,24,26,21,42,2,-1,-5,-8,1,0,14,22,51,1,away,-2,10,-1,8,35,8,12,11,2015
20160208,Pistons,89,22,9,2,28,3,80,36,18,17,9,53,4,25,-14,5,-5,-6,1,0,11,0,40,39,1,home,-1,7,-1,8,28,8,2,206.0,16,27,Raptors,103,22,21,2,34,16,70,39,22,17,14,16,-14,-5,5,6,0,1,2,38,36,3,away,-3,11,2,3,20,11,15,34,2015
20160208,Seventysixers,92,20,19,5,43,18,90,34,31,21,18,52,2,43,-6,3,8,10,1,0,11,0,44,54,1,home,1,7,1,10,25,6,2,206.5,20,8,Clippers,98,21,8,4,38,17,95,35,22,31,23,17,-6,-3,-8,-10,0,1,14,38,52,0,away,-2,12,2,11,22,5,12,34,2015
20160208,Suns,106,22,6,4,27,10,73,37,30,39,31,53,13,38,-16,-9,-4,0,2,0,9,0,56,36,1,home,3,9,-7,11,11,1,8,216.0,17,14,Thunder,122,23,16,5,24,19,85,42,29,30,23,14,-16,9,4,0,0,2,14,34,38,1,away,-1,8,-1,9,33,15,14,38,2015
20160208,Timberwolves,102,24,2,9,39,16,81,36,23,35,28,53,1,36,-14,-6,-25,-17,1,0,11,0,52,50,1,home,1,0,2,9,12,2,6,210.5,12,16,Pelicans,116,22,28,3,32,14,97,47,25,20,12,32,-14,6,25,17,0,1,9,52,41,1,away,-1,7,-4,10,24,10,4,18,2015
20160209,Bucks,112,25,19,6,27,12,88,45,20,23,15,53,7,32,1,-4,19,-1,1,0,11,0,64,38,3,home,-3,5,-5,9,19,7,9,208.5,14,20,Celtics,111,28,10,2,31,15,84,39,23,24,23,22,1,4,-19,1,0,1,13,44,44,1,away,1,11,4,6,29,10,18,31,2015
20160209,Heat,101,21,7,5,30,8,70,40,20,24,17,53,7,23,-18,4,-10,-7,0,0,1,0,42,31,1,home,1,7,-1,4,12,4,2,196.0,17,29,Spurs,119,25,24,4,32,10,89,47,17,26,19,8,-18,-4,10,7,0,0,11,58,43,2,away,1,10,4,8,14,6,10,43,2015
20160209,Knicks,108,22,1,5,39,8,83,44,20,14,12,55,8,31,-3,-14,0,-13,0,1,7,0,32,46,1,home,2,6,-5,3,26,8,3,208.0,15,23,Wizards,111,26,16,4,30,21,78,39,18,25,17,27,-3,14,0,13,1,0,2,34,32,2,away,-1,8,-1,7,26,16,10,22,2015
20160209,Mavericks,119,24,15,1,30,14,75,36,21,41,36,55,11,25,-2,8,9,7,0,1,6,0,34,36,2,home,-1,5,1,9,29,11,6,186.0,11,29,Jazz,121,23,3,2,31,7,92,48,25,27,19,25,-2,-8,-9,-7,1,0,13,60,44,2,away,-1,3,6,7,26,6,10,25,2015
20160209,Warriors,123,28,16,6,35,24,94,44,26,26,23,51,8,4,13,15,0,3,0,2,14,0,50,49,2,home,1,5,9,11,34,12,4,230.5,12,46,Rockets,110,24,5,4,30,23,87,37,22,35,23,26,13,-15,0,-3,2,0,13,40,43,2,away,1,8,-1,12,33,13,12,27,2015
20160210,Bulls,90,21,7,3,34,4,86,38,17,12,9,52,7,24,-23,1,-18,-5,1,0,11,0,42,45,1,home,-7,7,-3,2,14,5,6,205.0,18,27,Hawks,113,25,23,7,35,19,90,43,14,15,14,24,-23,-1,18,5,0,1,11,44,46,1,away,1,16,-2,6,33,13,12,30,2015
20160210,Cavaliers,120,26,22,1,33,12,94,48,20,18,11,52,0,14,9,10,19,17,0,0,13,0,48,46,1,home,3,6,2,8,31,13,2,210.0,6,37,Lakers,111,16,0,3,33,13,86,38,19,27,22,43,9,-10,-19,-17,0,0,11,36,44,1,away,-3,5,-2,8,28,13,11,11,2015
20160210,Celtics,139,34,13,2,35,14,95,47,33,37,32,55,7,23,5,-4,7,7,0,0,8,0,42,43,0,home,-1,5,-1,9,33,13,10,211.0,10,31,Clippers,134,25,8,9,35,9,85,44,29,50,34,17,5,4,-7,-7,0,0,9,36,44,1,away,-3,7,3,14,30,12,14,35,2015
20160210,Magic,96,26,14,7,37,6,91,37,18,16,14,52,7,28,-2,-6,12,1,1,0,13,0,40,50,1,home,-1,7,2,8,20,8,6,202.5,15,23,Spurs,98,24,10,11,33,5,89,38,14,15,14,8,-2,6,-12,-1,0,1,11,28,44,0,away,-1,6,5,6,20,8,13,44,2015
20160210,Nets,90,25,7,2,27,6,71,33,12,19,13,54,13,39,-19,5,-26,-5,1,0,8,0,32,35,1,home,1,4,1,11,22,11,3,198.5,20,14,Grizzlies,109,26,26,2,25,9,86,45,18,12,10,22,-19,-5,26,5,0,1,10,48,35,1,away,2,15,-2,6,20,9,10,30,2015
20160210,Pacers,95,19,4,4,27,7,92,40,14,15,11,53,7,24,-22,0,-19,-17,0,0,12,0,46,39,1,home,2,7,2,7,18,4,4,201.0,11,28,Hornets,117,24,25,8,35,18,87,45,13,19,15,26,-22,0,19,17,0,0,10,50,45,1,away,4,6,2,11,28,12,13,26,2015
20160210,Pelicans,100,23,6,3,31,9,82,39,21,21,14,52,14,32,4,-2,-6,2,1,1,9,0,38,40,1,home,-2,9,1,6,19,8,19,195.0,9,19,Jazz,96,19,9,3,36,6,70,33,21,30,23,25,4,2,6,-2,1,1,8,36,44,0,away,-2,6,7,4,21,7,17,26,2015
20160210,Pistons,92,21,10,8,35,8,88,38,19,7,6,54,9,26,-11,2,-4,1,1,0,7,0,46,42,1,home,1,5,-2,3,27,10,10,207.0,14,27,Nuggets,103,25,13,3,39,17,83,39,13,24,19,32,-11,-2,4,-1,0,1,8,62,47,1,away,-2,10,-1,8,19,6,12,21,2015
20160210,Seventysixers,110,29,17,10,26,16,91,42,21,17,11,53,6,44,-4,6,12,15,0,1,18,0,46,44,1,home,2,9,-1,8,34,15,2,219.0,19,8,Kings,114,29,5,6,29,19,87,44,16,29,22,31,-4,-6,-12,-15,1,0,15,60,44,1,away,-3,7,-4,9,16,4,13,21,2015
20160210,Suns,104,21,2,6,40,15,93,41,23,22,16,54,2,39,-8,-1,-16,-14,2,0,10,0,46,50,1,home,4,7,-8,10,21,6,5,219.5,18,14,Warriors,112,24,22,7,42,27,89,37,22,29,24,4,-8,1,16,14,0,2,8,34,50,0,away,2,12,10,5,40,14,13,47,2015
20160210,Timberwolves,117,22,6,6,33,15,75,35,21,53,43,54,9,37,5,-6,-1,-13,0,0,12,0,46,45,1,home,2,5,-1,11,14,4,11,207.0,8,16,Raptors,112,19,18,10,28,10,86,39,34,32,24,16,5,6,1,13,0,0,11,34,39,1,away,-4,4,3,10,31,10,6,35,2015
20160210,Trailblazers,116,21,21,2,33,19,89,41,27,34,26,54,8,27,13,0,11,11,1,1,16,0,46,49,1,home,-2,11,2,13,28,8,9,216.0,13,26,Rockets,103,23,7,3,32,11,77,37,22,34,18,27,13,0,-11,-11,1,1,8,44,40,0,away,-1,6,-2,10,34,11,20,27,2015
20160211,Bucks,99,24,11,4,43,11,82,36,19,32,23,54,12,32,7,-9,-1,9,3,0,15,0,48,58,1,home,1,10,1,8,14,4,6,213.0,18,21,Wizards,92,25,10,6,29,12,88,34,24,24,18,27,7,9,1,-9,0,3,9,44,38,1,away,-2,8,1,11,32,6,14,23,2015
20160211,Thunder,121,28,27,7,41,18,86,45,20,23,19,54,7,14,26,4,21,9,0,1,9,0,54,50,2,home,-2,4,1,12,32,12,4,218.5,18,39,Pelicans,95,17,6,2,24,17,88,38,17,24,16,32,26,-4,-21,-9,1,0,7,44,31,0,away,1,13,2,10,16,3,7,20,2015
20160218,Cavaliers,106,21,20,8,41,18,91,42,22,17,15,53,1,14,11,7,14,6,2,0,11,0,48,52,7,home,4,8,3,5,24,7,1,206.0,10,38,Bulls,95,12,2,4,34,10,93,37,19,22,13,25,11,-7,-14,-6,0,2,15,40,49,7,away,1,4,-4,10,21,8,13,27,2015
20160218,Clippers,105,23,20,7,37,14,78,39,20,20,15,54,0,18,19,6,9,8,1,0,8,0,38,45,7,home,-4,8,-1,9,25,12,0,206.0,18,35,Spurs,86,19,0,2,28,11,83,35,16,15,12,8,19,-6,-9,-8,0,1,5,44,33,7,away,-2,11,6,8,17,4,15,45,2015
20160218,Wizards,103,25,19,10,30,34,86,42,20,21,12,52,3,28,14,5,8,7,0,0,6,0,54,36,6,home,-3,14,-1,10,18,7,4,196.5,11,23,Jazz,89,20,4,5,36,10,77,31,21,29,23,26,14,-5,-8,-7,0,0,12,38,48,7,away,-3,9,-1,11,15,4,23,26,2015
20160219,Bucks,95,22,13,11,35,13,81,36,17,21,16,55,15,32,-3,-3,8,0,1,1,12,0,44,47,7,home,2,7,2,5,19,7,12,202.0,22,22,Hornets,98,13,6,6,29,13,86,37,16,18,15,26,-3,3,-8,0,1,1,8,42,37,8,away,-1,13,3,13,31,9,17,27,2015
20160219,Bulls,116,32,12,6,38,12,93,48,27,20,13,54,5,26,10,-11,8,-6,0,2,11,0,48,49,0,home,-1,4,-5,8,16,7,6,201.0,9,27,Raptors,106,22,13,7,34,21,88,38,19,34,25,17,10,11,-8,6,2,0,11,50,45,8,away,-5,7,-1,9,18,5,8,35,2015
20160219,Grizzlies,109,17,7,5,31,19,82,40,24,28,22,54,19,22,5,1,-5,3,1,1,11,0,54,42,8,home,-1,13,1,5,21,7,9,205.0,14,31,Timberwolves,104,25,10,6,31,16,75,31,25,31,31,37,5,-1,5,-3,1,1,11,30,42,8,away,3,7,1,3,26,11,20,17,2015
20160219,Hawks,111,27,4,4,34,15,87,41,23,13,13,56,15,24,-4,-3,2,0,2,1,8,0,38,42,8,home,-1,7,1,3,36,16,8,196.5,21,31,Heat,115,27,9,1,36,11,88,44,12,28,19,24,-4,3,-2,0,1,2,10,50,46,9,away,2,13,-2,8,20,8,14,29,2015
20160219,Jazz,111,22,18,8,43,8,68,37,26,44,27,54,8,27,18,2,11,5,0,0,8,0,44,51,0,home,-4,4,-2,17,23,10,1,196.0,15,26,Celtics,93,18,1,3,26,14,81,30,31,36,26,23,18,-2,-11,-5,0,0,8,30,34,8,away,1,8,1,7,25,7,7,32,2015
20160219,Kings,116,16,16,8,38,18,83,41,24,31,24,54,5,31,6,7,11,13,0,0,7,0,56,45,8,home,-4,12,1,10,21,10,3,218.0,22,22,Nuggets,110,26,3,5,35,26,90,42,26,26,18,32,6,-7,-11,-13,0,0,9,50,44,8,away,-3,12,1,6,25,8,18,22,2015
20160219,Lakers,113,20,3,4,24,7,81,40,17,26,23,56,4,44,-6,-3,-10,-11,3,0,12,0,44,36,8,home,-4,5,-3,5,22,10,3,203.5,15,11,Spurs,119,30,15,9,26,14,88,48,20,18,17,9,-6,3,10,11,0,3,13,64,39,0,away,-3,6,-1,5,12,6,10,45,2015
20160219,Magic,110,25,21,4,49,6,102,41,20,17,15,53,4,29,6,18,-9,5,0,0,14,0,32,63,8,home,1,10,-1,4,35,13,3,202.5,12,23,Mavericks,104,23,14,6,39,11,89,37,12,18,11,26,6,-18,9,-5,0,0,6,18,45,9,away,1,8,-1,10,41,19,18,29,2015
20160219,Nets,109,26,17,6,35,23,86,42,17,20,17,55,5,40,11,-9,8,-2,1,1,7,0,48,42,8,home,2,14,-1,4,17,8,5,202.0,7,14,Knicks,98,20,9,6,36,17,82,36,17,18,16,32,11,9,-8,2,1,1,8,32,44,9,away,3,6,-6,5,26,10,16,23,2015
20160219,Pelicans,121,22,22,4,31,23,81,41,22,40,32,54,0,33,7,11,2,16,0,0,11,0,50,42,7,home,-1,12,-1,7,17,7,3,207.5,16,20,Seventysixers,114,20,0,4,29,8,76,40,27,26,22,45,7,-11,-2,-16,0,0,3,52,32,8,away,3,11,-2,7,27,12,19,8,2015
20160219,Suns,100,23,4,6,31,17,82,30,33,35,29,55,7,40,-16,3,-16,-11,1,0,9,0,30,40,8,home,5,7,-9,14,35,11,6,214.5,20,14,Rockets,116,20,27,4,38,37,78,37,32,56,35,28,-16,-3,16,11,0,1,13,56,51,8,away,-2,16,-3,15,24,7,20,27,2015
20160219,Thunder,98,28,10,4,39,14,96,42,21,10,9,55,4,14,-3,0,9,7,0,0,9,0,38,48,7,home,1,6,2,9,26,5,6,215.0,13,40,Pacers,101,27,7,8,35,17,88,39,14,22,14,25,-3,0,-9,-7,0,0,10,44,45,8,away,3,8,-1,10,22,9,11,28,2015
20160219,Trailblazers,137,28,38,4,40,14,97,52,21,23,16,55,5,27,32,11,25,6,1,0,8,0,48,48,8,home,1,12,3,8,30,17,4,225.0,13,27,Warriors,105,25,2,4,33,8,92,36,17,28,21,4,32,-11,-25,-6,0,1,14,38,47,8,away,-1,7,11,12,34,12,20,48,2015
20160219,Wizards,98,26,23,5,39,13,78,36,20,26,19,53,0,28,12,14,22,15,0,1,8,0,28,47,0,home,1,5,1,6,22,7,0,208.5,9,24,Pistons,86,13,0,3,35,5,82,35,20,17,9,27,12,-14,-22,-15,1,0,6,40,41,8,away,2,2,-3,10,23,7,12,27,2015
20160220,Clippers,112,24,2,2,34,19,94,42,24,18,15,55,1,18,-3,-13,-9,-10,2,0,15,0,46,49,1,home,1,9,1,4,36,13,2,226.5,14,36,Warriors,115,32,18,2,33,32,82,42,19,26,20,5,-3,13,9,10,0,2,6,58,39,0,away,-2,8,-1,9,31,11,14,48,2015
20160220,Hawks,109,31,3,8,39,18,106,44,27,18,12,57,12,25,-8,-2,-7,-4,1,0,10,0,50,49,0,home,1,11,-1,5,41,9,12,207.0,16,31,Bucks,117,23,10,10,48,21,104,46,21,32,22,33,-8,2,7,4,0,1,17,58,65,0,away,3,12,-1,17,17,3,17,22,2015
20160220,Heat,114,23,25,9,48,15,96,47,20,28,18,55,2,24,20,11,14,15,2,1,19,0,70,67,0,home,-1,2,1,5,13,2,1,201.0,7,30,Wizards,94,13,3,4,33,4,99,40,23,21,11,28,20,-11,-14,-15,1,2,12,46,45,0,away,2,5,2,11,22,3,6,25,2015
20160220,Timberwolves,95,24,0,6,24,16,84,36,11,25,18,56,0,38,-8,-15,-20,-11,1,0,7,0,42,31,0,home,-1,9,-1,7,12,5,0,207.0,7,17,Knicks,103,17,24,7,40,4,83,42,19,16,14,33,-8,15,20,11,0,1,11,42,51,0,away,-1,4,-7,9,17,5,16,23,2015
20160221,Bulls,126,30,19,7,30,20,79,44,21,26,25,55,6,26,11,1,16,4,0,1,8,0,46,38,1,home,1,2,1,3,19,13,11,209.0,8,28,Lakers,115,13,3,4,27,14,93,43,20,33,22,45,11,-1,-16,-4,1,0,17,50,44,1,away,1,5,-4,12,21,7,7,11,2015
20160221,Magic,102,27,8,3,34,10,91,38,23,29,19,54,7,29,-3,2,-1,0,2,0,11,0,42,45,1,home,2,12,1,12,25,7,14,202.5,14,24,Pacers,105,26,4,6,39,12,82,41,25,21,14,25,-3,-2,1,0,0,2,5,46,44,1,away,-1,7,1,10,23,9,21,29,2015
20160221,Mavericks,129,23,30,3,34,18,85,41,19,36,34,57,5,27,26,-2,15,12,0,1,14,0,38,48,1,home,-1,8,-2,5,34,13,7,204.0,10,29,Seventysixers,103,19,9,4,27,14,77,37,31,27,17,46,26,2,-15,-12,1,0,8,44,35,1,away,-1,8,-3,8,28,12,15,8,2015
20160221,Nets,96,23,5,4,33,9,81,35,15,24,21,56,2,40,-8,-3,-13,-7,1,0,9,0,52,42,1,home,3,8,1,4,22,5,8,203.0,14,15,Hornets,104,23,16,1,35,8,79,40,21,15,14,26,-8,3,13,7,0,1,6,32,41,1,away,-2,7,4,2,27,10,15,28,2015
20160221,Nuggets,101,19,3,5,30,17,73,34,26,34,27,56,1,33,-20,-18,-13,-15,1,0,6,0,44,36,1,home,-4,11,-1,9,21,6,2,214.5,24,22,Celtics,121,32,26,2,33,24,97,47,25,20,17,24,-20,18,13,15,0,1,15,60,48,1,away,-1,11,-1,6,32,10,17,32,2015
20160221,Pistons,106,18,5,6,30,8,89,37,25,32,20,56,12,28,-5,-3,-5,0,1,0,11,0,40,41,1,home,-1,9,-4,10,33,12,11,206.5,11,27,Pelicans,111,23,9,2,40,7,86,41,20,29,25,33,-5,3,5,0,0,1,11,50,51,1,away,1,5,1,11,20,4,15,21,2015
20160221,Raptors,98,12,14,2,38,3,81,33,22,31,25,54,3,18,13,2,10,3,0,0,9,0,40,47,1,home,-6,4,-2,11,28,7,2,203.0,12,35,Grizzlies,85,13,5,3,34,6,76,28,25,32,26,22,13,-2,-10,-3,0,0,10,32,44,1,away,1,6,2,6,20,3,13,32,2015
20160221,Suns,111,26,0,5,33,12,93,43,30,22,16,56,0,41,-7,-9,-6,-10,3,0,13,0,56,46,1,home,6,6,-10,7,25,9,2,204.5,13,14,Spurs,118,23,12,9,34,15,82,43,20,34,22,9,-7,9,6,10,0,3,8,48,42,1,away,-4,10,1,12,16,10,12,46,2015
20160221,Thunder,92,22,3,7,25,20,90,37,23,19,13,56,6,15,-23,1,-22,-9,1,0,14,0,50,39,1,home,2,9,-1,9,22,5,3,217.0,10,40,Cavaliers,115,25,26,1,36,15,80,41,21,27,23,14,-23,-1,22,9,0,1,13,42,49,2,away,5,4,4,5,23,10,12,39,2015
20160221,Trailblazers,115,20,9,6,25,10,90,39,21,38,25,56,12,27,4,-7,-2,-5,1,2,23,0,48,48,1,home,2,7,4,18,32,12,13,198.0,12,28,Jazz,111,19,13,10,26,2,86,43,26,23,17,27,4,7,2,5,2,1,12,64,38,1,away,1,6,1,9,16,8,11,27,2015
20160222,Bucks,108,32,28,8,37,32,86,44,27,25,15,57,0,33,7,10,25,6,1,0,7,0,58,44,1,home,-1,10,1,10,16,5,0,209.0,8,23,Lakers,101,18,0,2,35,17,76,28,24,43,33,46,7,-10,-25,-6,0,1,11,22,46,0,away,-1,7,-5,10,29,12,17,11,2015
20160222,Cavaliers,88,19,4,2,35,8,79,34,21,13,12,55,5,14,-8,-5,-7,-7,1,1,5,0,28,40,0,home,-1,8,5,3,26,8,10,206.5,17,40,Pistons,96,17,18,3,37,10,80,37,15,21,14,29,-8,5,7,7,1,1,6,40,43,0,away,1,10,-5,10,25,8,13,27,2015
20160222,Clippers,124,29,43,10,43,16,80,44,20,35,23,56,0,19,40,19,29,17,1,1,10,0,52,53,1,home,2,9,-1,8,24,13,0,210.0,16,36,Suns,84,20,0,2,31,15,88,31,27,20,15,42,40,-19,-29,-17,1,1,10,26,41,0,away,7,8,-11,8,24,7,16,14,2015
20160222,Hawks,92,23,4,7,39,8,86,36,17,16,10,58,3,26,-10,-15,-1,-19,0,0,8,0,34,47,1,home,2,7,-2,13,34,10,0,225.0,17,31,Warriors,102,30,23,8,37,23,89,39,17,12,10,5,-10,15,1,19,0,0,6,40,43,1,away,-3,14,1,5,45,14,13,49,2015
20160222,Heat,101,19,8,8,46,18,100,38,24,34,23,56,13,24,8,-10,1,-3,2,1,20,0,62,66,1,home,1,8,2,15,13,2,9,202.5,14,31,Pacers,93,17,14,6,38,6,92,36,26,25,16,25,8,10,-1,3,1,2,7,36,45,0,away,-2,8,2,12,15,5,12,30,2015
20160222,Knicks,95,18,5,3,28,2,84,37,20,23,15,58,2,33,-27,2,-18,-14,1,1,12,0,38,40,1,home,-2,2,1,10,20,6,6,203.0,8,24,Raptors,122,26,27,6,34,6,87,46,19,25,19,18,-27,-2,18,14,1,1,13,58,47,0,away,1,7,1,5,25,11,6,36,2015
20160222,Timberwolves,124,24,16,6,36,5,83,43,17,40,30,57,6,39,2,8,9,6,1,0,15,0,48,51,1,home,1,5,-2,8,15,8,1,217.5,17,17,Celtics,122,33,3,2,28,21,101,49,27,17,14,24,2,-8,-9,-6,0,1,10,58,38,0,away,-2,13,1,8,28,10,11,33,2015
20160223,Jazz,117,22,11,4,33,13,74,38,29,38,31,56,12,28,3,11,-4,5,2,0,8,0,46,41,1,home,-1,11,-1,12,24,10,7,204.0,21,27,Rockets,114,17,7,4,24,18,87,36,28,41,31,28,3,-11,4,-5,0,2,11,48,35,3,away,-3,15,1,16,34,11,14,28,2015
20160223,Nuggets,110,27,6,3,32,18,100,41,25,22,18,57,7,34,-4,-3,-14,-11,1,0,12,0,52,44,1,home,1,10,-2,8,27,10,8,223.0,12,22,Kings,114,28,17,12,44,15,83,43,18,28,21,31,-4,3,14,11,0,1,6,56,50,3,away,1,9,2,8,17,7,16,23,2015
20160223,Seventysixers,115,23,6,4,30,14,79,43,29,26,19,56,6,47,-9,-2,-4,-5,1,1,6,0,54,36,1,home,-2,7,-4,7,21,10,7,208.0,22,8,Magic,124,26,13,2,30,20,85,41,22,41,35,30,-9,2,4,5,1,1,13,42,43,1,away,3,11,-1,7,14,7,11,24,2015
20160223,Trailblazers,112,24,19,6,33,13,80,40,18,25,22,57,8,27,8,13,3,14,0,1,7,0,46,40,1,home,3,6,5,3,23,10,7,212.0,15,29,Nets,104,18,3,2,35,15,90,43,20,19,15,41,8,-13,-3,-14,1,0,12,60,47,1,away,4,10,-1,4,12,3,13,15,2015
20160223,Wizards,109,29,23,4,48,26,94,43,24,17,11,55,8,29,20,5,20,3,1,0,7,0,50,55,2,home,-1,9,-1,10,26,12,10,215.0,14,25,Pelicans,89,17,3,4,40,12,83,29,17,33,25,33,20,-5,-20,-3,0,1,8,30,48,1,away,-1,8,2,6,23,6,16,22,2015
20160224,Bulls,109,26,15,2,43,10,88,44,22,16,13,56,10,26,5,-3,10,2,1,0,7,0,54,50,2,home,2,6,2,8,23,8,6,212.5,15,29,Wizards,104,19,6,4,33,22,90,38,22,26,19,29,5,3,-10,-2,0,1,9,42,42,0,away,1,11,1,6,28,9,11,26,2015
20160224,Cavaliers,114,26,24,1,35,28,91,45,20,17,11,56,4,15,11,-1,12,11,1,1,12,0,48,47,1,home,1,11,-1,5,32,13,4,207.0,9,40,Hornets,103,23,5,2,35,7,76,37,20,27,19,26,11,1,-12,-11,1,1,8,38,43,2,away,-3,7,5,4,29,10,14,29,2015
20160224,Clippers,81,19,9,9,38,9,85,30,20,14,8,57,5,19,-6,-4,-9,-14,0,1,9,0,22,47,1,home,3,13,1,5,46,13,5,213.5,17,37,Nuggets,87,18,16,2,43,19,90,34,14,17,13,35,-6,4,9,14,1,0,14,44,57,0,away,2,11,-3,12,24,6,16,22,2015
20160224,Grizzlies,128,26,19,4,37,19,85,48,20,29,19,56,0,23,9,10,13,9,0,1,9,0,54,46,2,home,-1,6,-1,9,27,13,1,208.0,9,32,Lakers,119,16,0,3,30,18,88,39,21,33,24,47,9,-10,-13,-9,1,0,15,30,45,1,away,-2,5,-6,5,39,17,7,11,2015
20160224,Heat,112,19,12,8,35,7,86,40,23,31,26,57,23,24,-6,9,3,4,1,0,11,0,50,46,1,home,2,8,3,7,14,6,10,218.0,12,32,Warriors,118,23,8,3,34,12,90,42,24,25,21,5,-6,-9,-3,-4,0,1,9,38,43,1,away,-4,7,2,7,28,13,13,50,2015
20160224,Kings,92,27,5,1,34,15,96,39,14,15,8,56,4,31,-16,-1,-6,-11,1,0,10,0,44,44,0,home,-1,13,3,10,18,6,6,217.5,14,24,Spurs,108,26,20,8,44,12,85,44,16,15,12,9,-16,1,6,11,0,1,6,42,50,2,away,-5,13,2,4,19,8,16,47,2015
20160224,Mavericks,103,26,3,4,29,24,86,35,21,30,24,58,6,27,-13,-9,-6,-7,3,0,13,0,32,42,2,home,1,10,1,8,28,9,3,214.5,10,30,Thunder,116,28,22,5,38,23,89,43,27,22,18,16,-13,9,6,7,0,3,14,38,52,2,away,3,5,-2,5,33,12,13,40,2015
20160224,Pacers,108,22,11,4,34,13,91,46,19,16,13,57,17,26,3,2,0,-2,0,0,9,0,48,43,1,home,-3,8,-1,6,15,3,11,202.0,8,30,Knicks,105,22,6,5,30,5,77,35,17,25,22,34,3,-2,0,2,0,0,8,22,38,1,away,1,4,-1,6,26,13,13,24,2015
20160224,Pistons,111,22,30,1,40,16,83,39,19,34,22,58,2,29,20,13,24,23,0,2,10,0,42,50,1,home,-1,10,1,14,28,11,0,209.0,16,28,Seventysixers,91,18,3,4,30,2,83,33,24,26,18,48,20,-13,-24,-23,2,0,10,38,40,0,away,1,8,-5,10,23,7,14,8,2015
20160224,Raptors,114,21,12,7,26,13,85,41,22,26,22,56,4,18,9,9,1,3,1,0,13,0,56,39,1,home,-1,7,2,6,26,10,9,213.0,12,37,Timberwolves,105,25,9,4,25,3,74,37,22,33,25,39,9,-9,-1,-3,0,1,11,40,36,1,away,2,8,1,12,10,6,15,18,2015
20160225,Celtics,112,21,18,3,33,20,84,41,21,33,25,59,0,25,5,10,15,10,1,1,9,0,52,42,2,home,-3,9,-1,14,23,5,0,214.5,16,33,Bucks,107,26,0,7,28,18,87,42,27,25,19,33,5,-10,-15,-10,1,1,7,68,35,2,away,1,9,2,11,15,4,14,24,2015
20160225,Jazz,78,15,7,2,27,4,77,33,10,12,9,57,2,28,-18,5,-8,-4,2,0,4,0,44,31,1,home,1,6,1,9,17,3,6,193.0,11,28,Spurs,96,17,20,5,34,2,79,38,16,12,11,9,-18,-5,8,4,0,2,9,40,43,0,away,-6,5,3,6,18,9,11,48,2015
20160225,Magic,114,23,7,4,29,12,90,41,17,28,22,56,8,30,-16,-3,-8,4,0,0,8,0,48,37,1,home,-1,11,1,11,26,10,12,223.5,15,25,Warriors,130,35,16,4,34,36,88,53,21,16,11,5,-16,3,8,-4,0,0,8,58,42,0,away,-5,9,3,5,25,13,20,51,2015
20160225,Pelicans,123,29,12,6,25,13,90,47,25,18,17,57,8,34,4,3,2,-3,2,0,14,0,46,39,1,home,-2,5,-1,5,20,12,13,221.5,12,22,Thunder,119,25,4,6,27,5,86,47,15,22,17,16,4,-3,-2,3,0,2,9,54,36,0,away,-1,4,1,8,19,8,13,41,2015
